Node	Context	Thread	Function	NumCalls	NumSubr	Inclusive PAPI_VEC_SP	Exclusive PAPI_VEC_SP	Inclusive PAPI_VEC_DP	Exclusive PAPI_VEC_DP	Inclusive PAPI_DP_OPS	Exclusive PAPI_DP_OPS	Inclusive TIME	Exclusive TIME	Inclusive PAPI_FP_OPS	Exclusive PAPI_FP_OPS	Group
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/generate_chunk_kernel.f90 <97, 105>]	1.0	1.0	0.0	0.0	28.0	28.0	45.0	38.0	409.0	373.0	27.0	18.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/generate_chunk_kernel.f90 <97, 105>]	1.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0	36.0	36.0	9.0	9.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/generate_chunk_kernel.f90 <106, 114>]	1.0	1.0	0.0	0.0	26.0	26.0	26.0	21.0	375.0	371.0	26.0	17.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/generate_chunk_kernel.f90 <106, 114>]	1.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	4.0	4.0	9.0	9.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/generate_chunk_kernel.f90 <115, 123>]	1.0	1.0	0.0	0.0	30.0	30.0	26.0	21.0	459.0	369.0	24.0	17.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/generate_chunk_kernel.f90 <115, 123>]	1.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	90.0	90.0	7.0	7.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/generate_chunk_kernel.f90 <124, 132>]	1.0	1.0	0.0	0.0	26.0	26.0	25.0	20.0	386.0	362.0	24.0	17.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/generate_chunk_kernel.f90 <124, 132>]	1.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	24.0	24.0	7.0	7.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/generate_chunk_kernel.f90 <133, 141>]	1.0	1.0	0.0	0.0	28.0	28.0	34.0	27.0	389.0	362.0	23.0	16.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/generate_chunk_kernel.f90 <133, 141>]	1.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0	27.0	27.0	7.0	7.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/generate_chunk_kernel.f90 <150, 205>]	1.0	1.0	0.0	0.0	28.0	28.0	38.0	30.0	1267.0	1194.0	156677.0	156671.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/generate_chunk_kernel.f90 <150, 205>]	1.0	0.0	0.0	0.0	0.0	0.0	8.0	8.0	73.0	73.0	6.0	6.0	OpenMP
0	0	1	parallel (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/generate_chunk_kernel.f90 <96, 209>]	1.0	0.0	0.0	0.0	0.0	0.0	6.0	6.0	21.0	21.0	6.0	6.0	OpenMP
0	0	1	parallel (parallel begin/end) [OpenMP location: file:/fs3/d63/d63/shared/1_c/ideal_gas_kernel.f90 <45, 60>]	1683.0	3366.0	0.0	0.0	111200.0	67908.0	6.64484768E8	86464.0	3032342.0	19215.0	7.67773917E8	37338.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/ideal_gas_kernel.f90 <46, 59>]	1683.0	1683.0	0.0	0.0	43292.0	43292.0	6.64386915E8	6.64373496E8	2983264.0	2623788.0	7.67726469E8	7.67711926E8	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/ideal_gas_kernel.f90 <46, 59>]	1683.0	0.0	0.0	0.0	0.0	0.0	13419.0	13419.0	359476.0	359476.0	14543.0	14543.0	OpenMP
0	0	1	parallel (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/ideal_gas_kernel.f90 <45, 60>]	1683.0	0.0	0.0	0.0	0.0	0.0	11389.0	11389.0	29863.0	29863.0	10110.0	10110.0	OpenMP
0	0	1	parallel (parallel begin/end) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <108, 1424>]	6401.0	203273.0	0.0	0.0	8243248.0	3755388.0	1.1065306E7	4479466.0	9581852.0	806452.0	6320863.0	1642017.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <116, 124>]	801.0	801.0	0.0	0.0	17376.0	17376.0	23191.0	18385.0	26965.0	13773.0	19569.0	13539.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <116, 124>]	801.0	0.0	0.0	0.0	0.0	0.0	4806.0	4806.0	13192.0	13192.0	6030.0	6030.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <127, 135>]	801.0	801.0	0.0	0.0	15010.0	15010.0	22959.0	18590.0	26042.0	10753.0	17835.0	13021.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <127, 135>]	801.0	0.0	0.0	0.0	0.0	0.0	4369.0	4369.0	15289.0	15289.0	4814.0	4814.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <138, 146>]	801.0	801.0	0.0	0.0	18266.0	18266.0	26659.0	22632.0	46188.0	15886.0	19287.0	12881.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <138, 146>]	801.0	0.0	0.0	0.0	0.0	0.0	4027.0	4027.0	30302.0	30302.0	6406.0	6406.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <149, 157>]	801.0	801.0	0.0	0.0	20540.0	20540.0	27965.0	23033.0	34260.0	12816.0	19152.0	12864.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <149, 157>]	801.0	0.0	0.0	0.0	0.0	0.0	4932.0	4932.0	21444.0	21444.0	6288.0	6288.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <160, 168>]	801.0	801.0	0.0	0.0	16570.0	16570.0	23746.0	19711.0	25687.0	10415.0	18700.0	13134.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <160, 168>]	801.0	0.0	0.0	0.0	0.0	0.0	4035.0	4035.0	15272.0	15272.0	5566.0	5566.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <171, 179>]	801.0	801.0	0.0	0.0	18438.0	18438.0	29854.0	25827.0	25522.0	11065.0	18022.0	13120.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <171, 179>]	801.0	0.0	0.0	0.0	0.0	0.0	4027.0	4027.0	14457.0	14457.0	4902.0	4902.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <185, 193>]	4001.0	4001.0	0.0	0.0	89072.0	89072.0	117191.0	93126.0	164964.0	101836.0	94910.0	65389.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <185, 193>]	4001.0	0.0	0.0	0.0	0.0	0.0	24065.0	24065.0	63128.0	63128.0	29521.0	29521.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <196, 204>]	4001.0	4001.0	0.0	0.0	104482.0	104482.0	129373.0	105327.0	156069.0	77799.0	89021.0	64553.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <196, 204>]	4001.0	0.0	0.0	0.0	0.0	0.0	24046.0	24046.0	78270.0	78270.0	24468.0	24468.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <207, 215>]	4001.0	4001.0	0.0	0.0	83858.0	83858.0	127199.0	99259.0	226596.0	129042.0	96652.0	64634.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <207, 215>]	4001.0	0.0	0.0	0.0	0.0	0.0	27940.0	27940.0	97554.0	97554.0	32018.0	32018.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <218, 226>]	4001.0	4001.0	0.0	0.0	94248.0	94248.0	149706.0	122067.0	208222.0	115030.0	96840.0	65147.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <218, 226>]	4001.0	0.0	0.0	0.0	0.0	0.0	27639.0	27639.0	93192.0	93192.0	31693.0	31693.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <229, 237>]	4001.0	4001.0	0.0	0.0	84744.0	84744.0	136017.0	112933.0	149280.0	78904.0	93259.0	64634.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <229, 237>]	4001.0	0.0	0.0	0.0	0.0	0.0	23084.0	23084.0	70376.0	70376.0	28625.0	28625.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <240, 248>]	4001.0	4001.0	0.0	0.0	113154.0	113154.0	129927.0	106448.0	149471.0	69194.0	96424.0	64568.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <240, 248>]	4001.0	0.0	0.0	0.0	0.0	0.0	23479.0	23479.0	80277.0	80277.0	31856.0	31856.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <254, 262>]	801.0	801.0	0.0	0.0	15214.0	15214.0	27473.0	22663.0	28010.0	12504.0	19118.0	12911.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <254, 262>]	801.0	0.0	0.0	0.0	0.0	0.0	4810.0	4810.0	15506.0	15506.0	6207.0	6207.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <265, 273>]	801.0	801.0	0.0	0.0	15400.0	15400.0	25362.0	21341.0	26200.0	10301.0	17822.0	13002.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <265, 273>]	801.0	0.0	0.0	0.0	0.0	0.0	4021.0	4021.0	15899.0	15899.0	4820.0	4820.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <276, 284>]	801.0	801.0	0.0	0.0	20856.0	20856.0	25105.0	20295.0	39766.0	16388.0	19283.0	12903.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <276, 284>]	801.0	0.0	0.0	0.0	0.0	0.0	4810.0	4810.0	23378.0	23378.0	6380.0	6380.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <287, 295>]	801.0	801.0	0.0	0.0	16280.0	16280.0	25699.0	20181.0	33295.0	12517.0	19374.0	13074.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <287, 295>]	801.0	0.0	0.0	0.0	0.0	0.0	5518.0	5518.0	20778.0	20778.0	6300.0	6300.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <298, 306>]	801.0	801.0	0.0	0.0	18492.0	18492.0	27604.0	22784.0	25061.0	10505.0	17889.0	13077.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <298, 306>]	801.0	0.0	0.0	0.0	0.0	0.0	4820.0	4820.0	14556.0	14556.0	4812.0	4812.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <309, 317>]	801.0	801.0	0.0	0.0	17258.0	17258.0	24954.0	20176.0	25627.0	11446.0	17824.0	13000.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <309, 317>]	801.0	0.0	0.0	0.0	0.0	0.0	4778.0	4778.0	14181.0	14181.0	4824.0	4824.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <323, 331>]	4001.0	4001.0	0.0	0.0	75570.0	75570.0	122353.0	98278.0	162930.0	83579.0	92362.0	64321.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <323, 331>]	4001.0	0.0	0.0	0.0	0.0	0.0	24075.0	24075.0	79351.0	79351.0	28041.0	28041.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <334, 342>]	4001.0	4001.0	0.0	0.0	78644.0	78644.0	129122.0	105081.0	156373.0	74752.0	96390.0	64383.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <334, 342>]	4001.0	0.0	0.0	0.0	0.0	0.0	24041.0	24041.0	81621.0	81621.0	32007.0	32007.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <345, 353>]	4001.0	4001.0	0.0	0.0	109480.0	109480.0	143035.0	115018.0	215595.0	126651.0	97158.0	65177.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <345, 353>]	4001.0	0.0	0.0	0.0	0.0	0.0	28017.0	28017.0	88944.0	88944.0	31981.0	31981.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <356, 364>]	4001.0	4001.0	0.0	0.0	97432.0	97432.0	139225.0	111210.0	213196.0	121138.0	95748.0	64452.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <356, 364>]	4001.0	0.0	0.0	0.0	0.0	0.0	28015.0	28015.0	92058.0	92058.0	31296.0	31296.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <367, 375>]	4001.0	4001.0	0.0	0.0	76560.0	76560.0	131409.0	104368.0	159588.0	80527.0	91504.0	64328.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <367, 375>]	4001.0	0.0	0.0	0.0	0.0	0.0	27041.0	27041.0	79061.0	79061.0	27176.0	27176.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <378, 386>]	4001.0	4001.0	0.0	0.0	97680.0	97680.0	134281.0	111074.0	145401.0	69844.0	92300.0	64315.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <378, 386>]	4001.0	0.0	0.0	0.0	0.0	0.0	23207.0	23207.0	75557.0	75557.0	27985.0	27985.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <392, 400>]	1601.0	1601.0	0.0	0.0	30386.0	30386.0	48178.0	38205.0	54580.0	25864.0	37739.0	26309.0	OpenMP
0	0	1	do (barrier enter/exit) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <392, 400>]	1601.0	0.0	0.0	0.0	0.0	0.0	9973.0	9973.0	28716.0	28716.0	11430.0	11430.0	OpenMP
0	0	1	do (loop body) [OpenMP location: file:/fs3/d63/d63/shared/1_c/update_halo_kernel.f90 <403, 411>]	1601.0	1601.0	0.0	0.0	31180.0	31180.0	53377.0	43000.0	51524.0	21017.0	35514.0	25899.0	OpenMP
